Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0034446~substrate adhesion-dependent cell spreading	6	0.5333333333333333	0.06229710678114523	NTNG1, NTNG2, LAMB3, ITGA8, TYRO3, NTN5	1084	59	29878	2.8029895553192814	1.0	0.7248944688142435	0.7113681856905085
GOTERM_BP_DIRECT	GO:0006874~intracellular calcium ion homeostasis	9	0.8	0.06283253759774157	RYR1, INPP4B, RYR2, PRKCB, ATP2B4, CACNA1C, GRIK2, SLC8A1, SLC8A2	1084	117	29878	2.1202100482543287	1.0	0.7288957486567278	0.7152948030181921
GOTERM_MF_DIRECT	GO:0015459~potassium channel regulator activity	5	0.4444444444444444	0.0632733003662137	DPP6, KCNS1, KCNIP2, KCNIP4, NEDD4L	1077	41	29205	3.306950200421224	1.0	0.6050841665273209	0.5822207050504538
GOTERM_BP_DIRECT	GO:0001817~regulation of cytokine production	7	0.6222222222222222	0.06369018066033065	MOG, ZBTB24, ZFP131, ZBTB34, ZFP958, ZBTB33, LITAF	1084	78	29878	2.4735783896300503	1.0	0.7365992018618788	0.722854512418464
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	12	1.0666666666666667	0.0640206822105839	EFTUD2, RBM4, GCFC2, GPKOW, YTHDC2, RNF113A1, CWC25, SNU13, CDC40, FRA10AC1, SNRPA, RBM6	1084	180	29878	1.8375153751537514	1.0	0.738177866094763	0.7244037193161221
GOTERM_MF_DIRECT	GO:0004725~protein tyrosine phosphatase activity	8	0.7111111111111111	0.0641996612185331	PTPRE, UBASH3B, PTPRO, PTPN6, PTPRJ, DUSP18, PTPRK, TIMM50	1077	96	29205	2.2597493036211698	1.0	0.6063868153853204	0.5834741325544163
GOTERM_MF_DIRECT	GO:0030971~receptor tyrosine kinase binding	7	0.6222222222222222	0.06447522377998573	TIAM1, SHC2, MYOC, RASA1, PITPNM2, NRG1, CBLB	1077	77	29205	2.4651810584958214	1.0	0.6063868153853204	0.5834741325544163
GOTERM_BP_DIRECT	GO:0048663~neuron fate commitment	5	0.4444444444444444	0.06482691320556552	NKX6-2, CHRD, TUNAR, NRG1, BHLHE22	1084	42	29878	3.2812774556316993	1.0	0.7452157243117125	0.731310253503268
GOTERM_BP_DIRECT	GO:0009968~negative regulation of signal transduction	6	0.5333333333333333	0.06602909441355188	ACVR1, RIPOR2, UBASH3B, INPP5D, RGS7BP, RGS9	1084	60	29878	2.756273062730627	1.0	0.7488080816426138	0.7348355786737241
GOTERM_BP_DIRECT	GO:0048144~fibroblast proliferation	6	0.5333333333333333	0.06602909441355188	ING5, GNG2, XRCC4, WNT7B, AGT, MEN1	1084	60	29878	2.756273062730627	1.0	0.7488080816426138	0.7348355786737241
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	9	0.8	0.06603672335544694	FOXRED2, FLT3, LYZ2, WNT7B, ERAP1, EOGT, NTF3, PCSK5, PDIA5	1093	118	30060	2.0976320808845195	1.0	0.39062400764493194	0.34921114723558383
GOTERM_BP_DIRECT	GO:0015031~protein transport	32	2.8444444444444446	0.06642484700579454	RAB3C, DENND1B, SEC23A, C2CD5, PKDCC, CSE1L, GOSR1, LIN7C, LYST, TOMM20, TIMM50, SEC61A1, SV2B, ENTR1, SNX7, CCDC93, NDC1, VPS33A, ELMOD1, STAM, COPZ1, ARFGAP2, EHD1, EHD3, RAB36, HOOK2, RILPL2, RILPL1, GORASP1, ATG4A, AAGAB, HAP1	1084	642	29878	1.3738432711429918	1.0	0.7488080816426138	0.7348355786737241
GOTERM_BP_DIRECT	GO:0031124~mRNA 3'-end processing	4	0.35555555555555557	0.06651698596457384	LEO1, RPRD1B, RPRD2, WDR33	1084	26	29878	4.240420096508657	1.0	0.7488080816426138	0.7348355786737241
GOTERM_BP_DIRECT	GO:0048814~regulation of dendrite morphogenesis	4	0.35555555555555557	0.06651698596457384	HECW1, NEDD4L, LZTS1, SYNE1	1084	26	29878	4.240420096508657	1.0	0.7488080816426138	0.7348355786737241
GOTERM_BP_DIRECT	GO:0032753~positive regulation of interleukin-4 production	4	0.35555555555555557	0.06651698596457384	IL33, CEBPB, IL20RB, IL1RAP	1084	26	29878	4.240420096508657	1.0	0.7488080816426138	0.7348355786737241
GOTERM_BP_DIRECT	GO:0031018~endocrine pancreas development	4	0.35555555555555557	0.06651698596457384	NEUROD1, NKX6-2, RFX3, MYT1	1084	26	29878	4.240420096508657	1.0	0.7488080816426138	0.7348355786737241
GOTERM_MF_DIRECT	GO:0003724~RNA helicase activity	7	0.6222222222222222	0.0677803942037301	MOV10, DHX33, DHX34, DDX55, YTHDC2, DDX20, DDX31	1077	78	29205	2.4335761731304903	1.0	0.6271064114133728	0.603410826447841
GOTERM_MF_DIRECT	GO:0016798~hydrolase activity, acting on glycosyl bonds	7	0.6222222222222222	0.0677803942037301	CEMIP, LYZ2, FUCA2, MAN2B1, MAN2C1, SMPDL3B, ENGASE	1077	78	29205	2.4335761731304903	1.0	0.6271064114133728	0.603410826447841
GOTERM_BP_DIRECT	GO:1903706~regulation of hemopoiesis	3	0.26666666666666666	0.06810299134827597	ING5, BRPF1, BRPF3	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_BP_DIRECT	GO:0050774~negative regulation of dendrite morphogenesis	3	0.26666666666666666	0.06810299134827597	PPP3CA, TRPC6, GORASP1	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_BP_DIRECT	GO:0090304~nucleic acid metabolic process	3	0.26666666666666666	0.06810299134827597	EXD2, ATAD5, XRN1	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_BP_DIRECT	GO:0002318~myeloid progenitor cell differentiation	3	0.26666666666666666	0.06810299134827597	FLT3, KIT, TET2	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_BP_DIRECT	GO:0008090~retrograde axonal transport	3	0.26666666666666666	0.06810299134827597	FBXW11, TMEM108, HAP1	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_BP_DIRECT	GO:0042074~cell migration involved in gastrulation	3	0.26666666666666666	0.06810299134827597	RIC8A, LEFTY1, GPC3	1084	12	29878	6.890682656826568	1.0	0.7532903548842734	0.7392342142280884
GOTERM_CC_DIRECT	GO:0005675~transcription factor TFIIH holo complex	3	0.26666666666666666	0.0683677806901594	GTF2H2, GTF2H3, GTF2H4	1093	12	30060	6.875571820677036	1.0	0.3952334485809287	0.35333190818696203
GOTERM_CC_DIRECT	GO:0030132~clathrin coat of coated pit	3	0.26666666666666666	0.0683677806901594	EHD1, EHD3, EPS15L1	1093	12	30060	6.875571820677036	1.0	0.3952334485809287	0.35333190818696203
GOTERM_CC_DIRECT	GO:0005604~basement membrane	9	0.8	0.06865977522863129	NTNG1, NTNG2, SMOC2, LAMB3, COL4A1, COL6A1, TRF, NTN5, NPNT	1093	119	30060	2.080004920540952	1.0	0.3952334485809287	0.35333190818696203
GOTERM_MF_DIRECT	GO:0043395~heparan sulfate proteoglycan binding	4	0.35555555555555557	0.06915003319705157	SEMA5A, LRRTM4, SLIT1, CHRD	1077	26	29205	4.171844868223698	1.0	0.6279813061866519	0.6042526628070158
GOTERM_BP_DIRECT	GO:0001707~mesoderm formation	5	0.4444444444444444	0.06951773258052761	ACVR1, TWSG1, SMAD3, CHRD, AHDC1	1084	43	29878	3.2049686775937527	1.0	0.7644941400835479	0.7502289406233819
GOTERM_BP_DIRECT	GO:0007043~cell-cell junction assembly	5	0.4444444444444444	0.06951773258052761	CDH12, PCDH15, CDH15, CDH9, CDH8	1084	43	29878	3.2049686775937527	1.0	0.7644941400835479	0.7502289406233819
GOTERM_CC_DIRECT	GO:0016604~nuclear body	20	1.7777777777777777	0.06962756323973866	ZCCHC8, PRDM8, HACE1, PRDM5, DDX20, ARNT, INO80, MIAT, NEAT1, HCFC2, HIPK3, NCOR2, RNF112, STAG1, LSM11, SETBP1, PAPOLG, SH3BP5, E4F1, TELO2	1093	361	30060	1.5236724256348002	1.0	0.3952334485809287	0.35333190818696203
KEGG_PATHWAY	mmu04928:Parathyroid hormone synthesis, secretion and action	10	0.8888888888888888	0.06972045675577328	EGR1, MAP2K1, MEF2C, MMP16, PRKCB, MMP17, MAPK1, MEF2D, RUNX2, FGFR1	429	116	9718	1.952817297644884	0.9999999994492254	0.3752228218128889	0.3384611264325721
GOTERM_MF_DIRECT	GO:0043539~protein serine/threonine kinase activator activity	6	0.5333333333333333	0.06976575474743756	PARP6, MAP2K1, STRADB, TAB1, MAP3K13, GCN1	1077	60	29205	2.711699164345404	1.0	0.6279813061866519	0.6042526628070158
GOTERM_BP_DIRECT	GO:0051289~protein homotetramerization	6	0.5333333333333333	0.06988309407422547	RYR1, CRTC3, TDO2, ME1, KCNJ2, HCN1	1084	61	29878	2.7110882584235676	1.0	0.766297328393164	0.75199848205521
GOTERM_MF_DIRECT	GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	3	0.26666666666666666	0.07008227230729772	GDA, AMDHD2, DPYSL3	1077	12	29205	6.77924791086351	1.0	0.6279813061866519	0.6042526628070158
GOTERM_MF_DIRECT	GO:0019209~kinase activator activity	3	0.26666666666666666	0.07008227230729772	MOB1B, TAB1, TGFBR2	1077	12	29205	6.77924791086351	1.0	0.6279813061866519	0.6042526628070158
